Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,label
33.211886286807214,17.491031077417787,5.159553232973222,-1.6503011545770347,10.506508024602773,-10.77143984896759,-5.742641880640368,0.3142984494272972,0.0
38.417055711202785,18.329128866283433,20.27958636540246,20.993005142258557,18.393719965583294,-0.3865563937392008,-1.9610970593828168,1.0451132321552905,0.0
-56.457633447744534,12.746740148801203,-2.5612930671404124,-0.11214597505337168,-7.2251896509269,1.324639791566547,-2.213045931991376,-2.2312880914508546,1.0
33.80708811712549,-34.68762361143688,-9.752114782779332,-32.97789715996529,13.506515951398564,18.69135089389555,-16.81949220580406,-0.698017761436806,1.0
29.0977149627891,14.902257544264257,-13.63599646377992,-6.478664641729155,-9.314505903599985,-5.6360083818353655,2.6872933952220794,15.343747639913454,0.0
48.60145971887051,49.402294257592686,-32.664764665062464,-0.7455327695521967,-3.4975982134591543,0.7380853355504662,-2.823214806179115,-8.335158809452686,1.0
5.8050990464129555,-19.083423699285554,7.974470035894985,-19.33989362711677,2.427104409433584,-5.659550379062308,-4.8570367811619946,0.6533283714723651,0.0
43.28279236045296,-31.548418086951905,13.970694273387945,14.182307250545373,0.8157025223080685,-9.237147972227042,2.505502391479306,3.9266993961518746,0.0
-16.485122064448117,52.60112197825799,1.6344219329734235,-4.044843132279052,1.889095531241593,14.831094368640883,3.4718079147246,0.8588140075517972,1.0
-35.38484599160303,56.67950866631265,23.510545446323754,-19.06843116822284,6.1389872838986665,-0.4290501747790789,-0.11116390646248536,2.1729444434567067,1.0
-0.9671089074100626,9.42812042659541,26.994826678925204,18.370913565880393,-4.305197611155947,-22.393361537489348,-11.232716739025099,1.262762046167584,1.0
-12.004579453814795,51.7933272693428,12.784207931882666,-12.495002136543516,6.804906127342035,10.734235196741873,13.87544675285599,-3.909265974584368,0.0
-3.762322231574765,15.603246577511744,29.19305954967269,-5.282366374438597,-9.368696526954912,-11.951153024102789,-2.21041425499043,-1.3237999808052263,1.0
-40.03981548841283,-52.5912700184212,-5.1847649071309005,-3.12559483202582,10.501437823293882,-11.486917952093116,3.2726835625270105,-1.7530638359814112,0.0
-31.24699056034701,-13.229691155310276,13.025011028918225,-14.689309011031929,5.734156821105188,1.5413517177581968,11.474087709452483,3.229463471928484,0.0
30.802864424217912,15.648760391795289,42.997473330586175,17.275929742364962,-0.18414882327576834,3.9108152438861365,2.4510393621078066,-2.4189360704730736,0.0
-10.828960491319732,-10.114881014477044,16.39931866844643,-1.0895599807541418,-3.411765259351501,2.5527340042002984,-3.0370539412166253,-2.551263367137673,1.0
-36.056216941017674,13.654410053242565,-23.471321199577762,-1.232732380387528,16.596994446192422,-9.000451092530236,7.660197230642106,-4.567070169168017,0.0
-0.22176944098096474,-53.32882829483359,22.567987851488386,23.81950965971291,47.338544362789925,-1.1271144074834192,-3.218903054406473,-3.4232246445357903,0.0
-50.49689317152134,-17.689446290551018,-2.242695347819057,17.723498818578655,-5.92635422876058,11.998978605713903,-6.102513159315135,6.228322386312937,1.0
-53.157537348595454,-0.4330954024285021,-10.260246309174784,-4.5449948026238784,-15.43595064672201,3.98809384648732,-3.87983964906614,3.1900843276916384,1.0
-15.692653646279904,-28.656812808749642,-7.102420598179334,9.316455985313302,-1.2478244536521121,3.438184642105914,0.24178717949384976,0.7959235516103468,1.0
-57.55774658825036,-47.03324248297558,-9.056213217980313,7.740478464605807,3.9870741420911457,-1.823891405463276,-10.026738272596669,6.121812653614408,1.0
34.32734670772364,-27.498000133267798,-9.809167464386432,-6.167174111868361,-27.917615717363766,-10.07608058108902,1.011322659407978,-5.546203778902633,0.0
44.758773935099576,19.229139070602397,-12.0515385125234,-18.9977463453802,4.017966974437979,2.5229665147818747,-2.602892497463748,-6.785081157902634,0.0
-69.51210467689788,23.79369932613,-8.508851581852992,4.763624997781274,-16.402855760982153,0.7855803413526774,9.810047484659435,-3.7154058497741116,1.0
-32.872682706773624,8.802693664226748,3.699870024341116,5.933606881210737,-3.1124826885845764,9.538840648572995,11.074952981073523,-9.045934166098734,1.0
-27.295711215856773,26.411480170619182,-23.57754737326525,-2.0702311562866877,-0.7382214226896217,1.86795294698584,-5.8479252534455535,-1.82081577627328,1.0
-51.69269943519948,12.812664740006335,2.0507216165026554,10.007420052660162,11.047799124684826,6.337747629959775,2.6419323033901585,-4.604880066478159,1.0
-40.065912831683896,34.601729854980825,9.696235247647916,-9.391717974815643,-1.8740888410009366,-3.535024368506935,2.5370580834203866,-3.5134035717942567,1.0
35.657029080754754,29.09959901517617,-8.319031559742896,-15.252496347348584,-6.472333366578254,-8.547899094828098,-15.278270718730333,-1.4643822489189564,0.0
